drugbank_id,name,cas,smiles
DB13650,Aloglutamol,13755-41-4,NC(CO)(CO)CO.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Al](O)O
DB13651,Lorajmine,47562-08-3,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@]45[C@H](OC(=O)CCl)[C@H]3[C@H]1C[C@H]2[C@@H]4N(C)C1=CC=CC=C51
DB13652,Bunaftine,32421-46-8,CCCCN(CCN(CC)CC)C(=O)C1=C2C=CC=CC2=CC=C1
DB13653,Lorcainide,59729-31-6,CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB13654,Montmorillonite,1318-93-0,O.[O--].[O--].[O--].[Al+3].[Al+3].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O
DB13655,Nikethamide,59-26-7,CCN(CC)C(=O)C1=CN=CC=C1
DB13656,Eberconazole,128326-82-9,ClC1=CC(Cl)=C2C(N3C=CN=C3)C3=CC=CC=C3CCC2=C1
DB13657,Benorilate,5003-48-5,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1
DB13659,Tenonitrozole,3810-35-3,O=C(NC1=NC=C(S1)N(=O)=O)C1=CC=CS1
DB13660,Propicillin,551-27-9,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(CC)OC1=CC=CC=C1)C(O)=O
DB13661,Niridazole,61-57-4,[O-][N+](=O)C1=CN=C(S1)N1CCNC1=O
DB13662,Hexapropymate,358-52-1,NC(=O)OC1(CC#C)CCCCC1
DB13663,Clofenamide,671-95-4,NS(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
DB13664,Formocortal,2825-60-7,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C)OCCCl
DB13665,Fluanisone,1480-19-9,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
DB13666,Tiemonium iodide,144-12-7,[I-].C[N+]1(CCC(O)(C2=CC=CS2)C2=CC=CC=C2)CCOCC1
DB13667,Cefozopran,113359-04-9,[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=NSC(N)=N1)C([O-])=O
DB13668,Ipidacrine,62732-44-9,NC1=C2CCCC2=NC2=C1CCCC2
DB13669,Morpholine,110-91-8,C1COCCN1
DB13670,Oxantel,36531-26-7,CN1CCCN=C1\C=C\C1=CC=CC(O)=C1
DB13671,Sulbentine,350-12-9,S=C1SCN(CC2=CC=CC=C2)CN1CC1=CC=CC=C1
DB13672,Dimethylaminopropionylphenothiazine,63834-04-8,CC(N(C)C)C(=O)N1C2=CC=CC=C2SC2=CC=CC=C12
DB13673,Bekanamycin,4696-76-8,[H][C@]1(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(N)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O[C@@]1([H])O[C@]([H])(CN)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N
DB13674,Cridanimod,38609-97-1,OC(=O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C12
DB13675,Metahexamide,565-33-3,CC1=CC=C(C=C1N)S(=O)(=O)NC(=O)NC1CCCCC1
DB13676,Mosapramine,89419-40-9,ClC1=CC2=C(CCC3=CC=CC=C3N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1
DB13677,Carboquone,24279-91-2,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
DB13678,Dihexyverine,561-77-3,O=C(OCCN1CCCCC1)C1(CCCCC1)C1CCCCC1
DB13679,Dexchlorpheniramine,25523-97-1,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB13680,Naftazone,15687-37-3,NC(=O)N\N=C1/C=CC2=CC=CC=C2C1=O
DB13681,Butalamine,22131-35-7,CCCCN(CCCC)CCNC1=NC(=NO1)C1=CC=CC=C1
DB13682,Cefpirome,84957-29-9,[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O
DB13683,Quinisocaine,86-80-6,CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1
DB13684,Omoconazole,74512-12-2,C\C(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1
DB13685,Quingestanol,10592-65-1,C[C@]12CC[C@H]3[C@@H](CC=C4C=C(CC[C@H]34)OC3CCCC3)[C@@H]1CC[C@@]2(O)C#C
DB13686,Clometocillin,1926-49-4,COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)C1=CC=C(Cl)C(Cl)=C1
DB13687,Niaprazine,27367-90-4,CC(CCN1CCN(CC1)C1=CC=C(F)C=C1)NC(=O)C1=CN=CC=C1
DB13689,Tacalcitol,57333-96-7,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
DB13690,Vinyl ether,109-93-3,C=COC=C
DB13691,Acetyldigoxin,5511-98-8,C[C@H]1O[C@H](C[C@H](OC(C)=O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
DB13692,Tretoquinol,30418-38-3,COC1=CC(C[C@@H]2NCCC3=CC(O)=C(O)C=C23)=CC(OC)=C1OC
DB13693,Sulbenicillin,41744-40-5,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@@H](C1=CC=CC=C1)S(O)(=O)=O)C(O)=O
DB13694,Distigmine,17299-00-2,CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1
DB13695,Penthienate,22064-27-3,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCC1)C1=CC=CS1
DB13696,Bromochlorosalicylanilide,3679-64-9,OC1=CC=C(Br)C=C1C(=O)NC1=CC=C(Cl)C=C1
DB13697,Ambazone,539-21-9,NC(=N)NN=C1C=CC(C=C1)=NNC(N)=S
DB13698,Ferrous carbonate,563-71-3,[Fe++].[O-]C([O-])=O
DB13699,Sulfathiourea,515-49-1,NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1
DB13701,Ioglicic acid,49755-67-1,CNC(=O)CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
DB13702,Tibezonium iodide,54663-47-7,[I-].CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2N=C(C1)C1=CC=C(SC2=CC=CC=C2)C=C1
DB13703,Gepefrine,18840-47-6,[H][C@@](C)(N)CC1=CC(O)=CC=C1
DB13705,Decamethoxine,38146-42-8,[Cl-].[Cl-].CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C
DB13706,Eosin,17372-87-1,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br
DB13707,Sodium tartrate,868-18-8,[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
DB13708,Fenquizone,20287-37-0,NS(=O)(=O)C1=C(Cl)C=C2NC(NC(=O)C2=C1)C1=CC=CC=C1
DB13709,Ciclonicate,53449-58-4,C[C@@H]1C[C@H](CC(C)(C)C1)OC(=O)C1=CC=CN=C1
DB13710,Metenolone,153-00-4,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)C=C(C)[C@]4(C)[C@@]3([H])CC[C@]12C
DB13711,Tritoqualine,14504-73-5,CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12
DB13712,Dixanthogen,502-55-6,CCOC(=S)SSC(=S)OCC
DB13713,Quifenadine,10447-39-9,OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1
DB13714,Xibornol,13741-18-9,CC1=CC(O)=C(C=C1C)[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
DB13715,Dilazep,35898-87-4,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)CC1
DB13716,Dibutylphthalate,84-74-2,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
DB13717,Phenothrin,26002-80-2,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C
DB13718,Hydroquinine,522-66-7,CC[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)C1=C2C=C(OC)C=CC2=NC=C1
DB13719,Trolnitrate,7077-34-1,O=N(=O)OCCN(CCON(=O)=O)CCON(=O)=O
DB13720,Diphemanil,15394-62-4,C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1
DB13721,Cypermethrin,52315-07-8,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
DB13722,Pirprofen,31793-07-4,CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1
DB13723,Meldonium,76144-81-5,C[N+](C)(C)NCCC([O-])=O
DB13724,Nifuratel,4936-47-4,CSCC1CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C(=O)O1
DB13725,Terodiline,15793-40-5,CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C)(C)C
DB13726,Sulfaguanidine,57-67-0,NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1
DB13727,Azapetine,146-36-1,C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1
DB13728,Halometasone,50629-82-8,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
DB13729,Camostat,59721-28-7,CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1
DB13730,Nifurtoinol,1088-92-2,OCN1C(=O)CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C1=O
DB13731,Butamirate,18109-80-3,CCC(C(=O)OCCOCCN(CC)CC)C1=CC=CC=C1
DB13732,Meglumine antimoniate,133-51-7,O[Sb](=O)=O.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DB13733,Methylpentynol,77-75-8,CCC(C)(O)C#C
DB13736,Fenoxazoline,4846-91-7,CC(C)C1=CC=CC=C1OCC1=NCCN1
DB13737,Cyclobarbital,52-31-3,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1
DB13738,Camylofin,54-30-8,CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1
DB13739,Penamecillin,983-85-7,[H][C@]12SC(C)(C)[C@@]([H])(N1C(=O)[C@@]2([H])NC(=O)CC1=CC=CC=C1)C(=O)OCOC(C)=O
DB13740,Bemegride,64-65-3,CCC1(C)CC(=O)NC(=O)C1
DB13741,Ioglycamic acid,2618-25-9,OC(=O)C1=C(I)C(NC(=O)COCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I
DB13743,Sodium aurotiosulfate,33614-49-2,O.O.[Na+].[Na+].[Na+].[Au+].[O-]S([S-])(=O)=O.[O-]S([S-])(=O)=O
DB13744,Piromidic acid,19562-30-2,CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCCC1
DB13745,Fazadinium bromide,49564-56-9,[Br-].[Br-].CC1=C(N(\N=N\N2C3=CC=CC=[N+]3C(C)=C2C2=CC=CC=C2)C2=CC=CC=[N+]12)C1=CC=CC=C1
DB13747,Trolamine,102-71-6,OCCN(CCO)CCO
DB13748,Tidiacic arginine,30986-62-0,OC(=O)C1CSC(N1)C(O)=O.N[C@@H](CCCNC(N)=N)C(O)=O
DB13749,Magnesium gluconate,59625-89-7,O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
DB13750,Obidoxime,7683-36-5,O\N=C\C1=CC=[N+](COC[N+]2=CC=C(\C=N\O)C=C2)C=C1
DB13751,Glycyrrhizic acid,1405-86-3,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O
DB13752,Tetramethrin,7696-12-0,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
DB13753,Cetiedil,14176-10-4,O=C(OCCN1CCCCCC1)C(C1CCCCC1)C1=CSC=C1
DB13754,Mephenoxalone,1970/7/5,COC1=C(OCC2CNC(=O)O2)C=CC=C1
DB13755,Iocarmic acid,10397-75-8,CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NC)=C2I)=C1I
DB13756,Peruvoside,1182-87-2,CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H](CC[C@]43O)C3=CC(=O)OC3)C2)[C@H]1O
DB13757,Epanolol,86880-51-5,OC(CNCCNC(=O)CC1=CC=C(O)C=C1)COC1=CC=CC=C1C#N
DB13758,Meclofenoxate,51-68-3,CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1
DB13759,Fenpiverinium,258329-46-3,C[N+]1(CCC(C(N)=O)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1
DB13760,Niperotidine,84845-75-0,CN(C)CC1=CC=C(CSCCNC(NCC2=CC=C3OCOC3=C2)=C[N+]([O-])=O)O1
DB13762,Dexrabeprazole,177795-60-7,COCCCOC1=CC=NC(C[S@@](=O)C2=NC3=CC=CC=C3N2)=C1C
DB13763,Aurotioprol,27279-43-2,[Na+].[Au+].OC(C[S-])CS([O-])(=O)=O
DB13764,Monoxerutin,23869-24-1,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
DB13765,Mercuric chloride,7487-94-7,Cl[Hg]Cl
DB13766,Lidoflazine,3416-26-0,CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1
DB13767,Vorozole,129731-10-8,CN1N=NC2=CC=C(C=C12)[C@@H](N1C=NC=N1)C1=CC=C(Cl)C=C1
DB13768,Domiodol,61869-07-6,OCC1COC(CI)O1
DB13769,Emetonium iodide,5982-52-5,[I-].CC[N+](C)(CC)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
DB13770,Vinylbital,2430-49-1,CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O
DB13771,Ferric sodium citrate,52031-09-1,[Na+].[Fe+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O
DB13772,Rufloxacin,101363-10-4,CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3CCSC1=C23)C(O)=O
DB13773,Sulfamethoxypyridazine,80-35-3,COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1
DB13774,Myristalkonium,16287-71-1,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
DB13775,Tertatolol,83688-84-0,CC(C)(C)NCC(O)COC1=CC=CC2=C1SCCC2
DB13776,Ibacitabine,611-53-0,NC1=NC(=O)N(C=C1I)[C@H]1C[C@H](O)[C@@H](CO)O1
DB13777,Prenalterol,57526-81-5,CC(C)NC[C@H](O)COC1=CC=C(O)C=C1
DB13778,Cefazedone,56187-47-4,CC1=NN=C(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN2C=C(Cl)C(=O)C(Cl)=C2)C3=O)C(O)=O)S1
DB13779,Guanoclor,5001-32-1,NC(=N)NNCCOC1=C(Cl)C=CC=C1Cl
DB13780,Aluminium clofibrate,24818-79-9,[OH-].[Al+3].CC(C)(OC1=CC=C(Cl)C=C1)C([O-])=O.CC(C)(OC1=CC=C(Cl)C=C1)C([O-])=O
DB13781,Xamoterol,81801-12-9,OC(CNCCNC(=O)N1CCOCC1)COC1=CC=C(O)C=C1
DB13782,Imipramine oxide,6829-98-7,CN(C)(=O)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
DB13783,Acemetacin,53164-05-9,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O
DB13784,Dixyrazine,2470-73-7,CC(CN1CCN(CCOCCO)CC1)CN1C2=CC=CC=C2SC2=CC=CC=C12
DB13785,Dropropizine,17692-31-8,OCC(O)CN1CCN(CC1)C1=CC=CC=C1
DB13786,Magnesium orotate,34717-03-8,[Mg++].[O-]C(=O)C1=CC(=O)NC(=O)N1.[O-]C(=O)C1=CC(=O)NC(=O)N1
DB13787,Tilidine,51931-66-9,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)C1=CC=CC=C1
DB13788,Chlorbenzoxamine,522-18-9,CC1=CC=CC=C1CN1CCN(CCOC(C2=CC=CC=C2)C2=CC=CC=C2Cl)CC1
DB13789,Aluminium acetotartrate,15930-12-8,[Al+3].CC([O-])=O.O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
DB13790,Fipexide,34161-24-5,ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1
DB13791,Penfluridol,26864-56-2,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F
DB13792,Clopamide,636-54-4,C[C@H]1CCC[C@@H](C)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O
DB13793,Vinburnine,4880-88-0,[H][C@]12N3CCC[C@@]1(CC)CC(=O)N1C4=CC=CC=C4C(CC3)=C21
DB13794,Dimethoxanate,477-93-0,CN(C)CCOCCOC(=O)N1C2=CC=CC=C2SC2=CC=CC=C12
DB13795,Brodimoprim,56518-41-3,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1Br
DB13796,Dibunate,14992-58-6,CC(C)(C)C1=CC=C2C(C=CC(=C2S(O)(=O)=O)C(C)(C)C)=C1
DB13797,Iodocholesterol (131I),42220-21-3,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C[131I])[C@H]3CC[C@]12C
DB13798,Demoxytocin,113-78-0,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O
DB13799,Ethadione,520-77-4,CCN1C(=O)OC(C)(C)C1=O
DB13800,Calcium levulinate,591-64-0,[Ca++].CC(=O)CCC([O-])=O.CC(=O)CCC([O-])=O
DB13801,Muzolimine,55294-15-0,CC(N1N=C(N)CC1=O)C1=CC(Cl)=C(Cl)C=C1
DB13802,Epomediol,1310101-21-3,CC1(C)O[C@@]2(C)[C@@H](O)C[C@@H]1C[C@H]2O
DB13803,Xipamide,14293-44-8,CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O
DB13804,Benzylthiouracil,6336-50-1,O=C1NC(=S)NC(CC2=CC=CC=C2)=C1
DB13805,Reposal,3625-25-0,CCC1(C(=O)NC(=O)NC1=O)C1=CC2CCC(C2)C1
DB13806,Linopirdine,105431-72-9,O=C1N(C2=CC=CC=C2C1(CC1=CC=NC=C1)CC1=CC=NC=C1)C1=CC=CC=C1
DB13807,Tisopurine,5334-23-6,S=C1N=CNC2=C1C=NN2
DB13808,Mebhydrolin,524-81-2,CN1CCC2=C(C1)C1=CC=CC=C1N2CC1=CC=CC=C1
DB13810,Dimemorfan,36309-01-0,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC1=CC=C(C)C=C31
DB13812,Bufylline,5634-34-4,CC(C)(N)CO.CN1C2=C(N=CN2)C(=O)N(C)C1=O
DB13813,Iodoform,75-47-8,[H]C(I)(I)I
DB13814,Talampicillin,47747-56-8,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)OC1OC(=O)C2=CC=CC=C12
DB13815,Xenysalate,3572-52-9,CCN(CC)CCOC(=O)C1=CC=CC(=C1O)C1=CC=CC=C1
DB13816,Aspoxicillin,63358-49-6,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)C1=CC=C(O)C=C1
DB13817,Carbromal,77-65-6,CCC(Br)(CC)C(=O)NC(N)=O
DB13818,Bibrocathol,6915-57-7,[OH-].[Bi+3].[O-]C1=C([O-])C(Br)=C(Br)C(Br)=C1Br
DB13819,Proxazole,5696/9/3,CCC(C1=NOC(CCN(CC)CC)=N1)C1=CC=CC=C1
DB13820,Oxomemazine,3689-50-7,CC(CN(C)C)CN1C2=CC=CC=C2S(=O)(=O)C2=CC=CC=C12
DB13821,Ceftezole,26973-24-0,OC(=O)C1=C(CSC2=NN=CS2)CS[C@@H]2[C@H](NC(=O)CN3C=NN=N3)C(=O)N12
DB13822,Meprotixol,4295-63-0,COC1=CC2=C(SC3=CC=CC=C3C2(O)CCCN(C)C)C=C1
DB13823,Pipemidic acid,51940-44-4,CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCNCC1
DB13824,Enprostil,73121-56-9,COC(=O)CCC=C=CC[C@H]1[C@H](\C=C\[C@H](O)COC2=CC=CC=C2)[C@@H](O)CC1=O
DB13825,Fedrilate,23271-74-1,CC(CCN1CCOCC1)OC(=O)C1(CCOCC1)C1=CC=CC=C1
DB13826,Etohexadiol,94-96-2,CCCC(O)C(CC)CO
DB13827,Indanazoline,40507-78-6,C1CC2=C(C1)C(NC1=NCCN1)=CC=C2
DB13828,Cyfluthrin,68359-37-5,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1
DB13829,Calcium silicate,1344-95-2,[Ca++].O[Si](O)(O)[O-].O[Si](O)(O)[O-]
DB13830,Copper usnate,,[Cu++].CC(=O)C1C(=O)C=C2OC3=C(C(C)=O)C([O-])=C(C)C([O-])=C3C2(C)C1=O
DB13831,Potassium permanganate,7722-64-7,[K+].[O-][Mn](=O)(=O)=O
DB13832,Ranimustine,58994-96-0,CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O
DB13833,Methylatropine,31610-87-4,C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
DB13834,Phenylmercuric borate,8017-88-7,[OH-].OB(O)[O-].[Hg+]C1=CC=CC=C1.[Hg+]C1=CC=CC=C1
DB13835,Caroverine,23465-76-1,CCN(CC)CCN1C(=O)C(CC2=CC=C(OC)C=C2)=NC2=CC=CC=C12
DB13836,Metampicillin,6489-97-0,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=C)C1=CC=CC=C1)C(O)=O
DB13837,Doxefazepam,40762-15-0,OCCN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1F
DB13838,Noxytiolin,15599-39-0,CNC(=S)NCO
DB13839,Dipyrocetyl,486-79-3,CC(=O)OC1=CC=CC(C(O)=O)=C1OC(C)=O
DB13840,Hydroxyethylpromethazine,7647-63-4,CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)[N+](C)(C)CCO
DB13841,Clopenthixol,982-24-1,[H]C(CCN1CCN(CCO)CC1)=C1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
DB13842,Etofylline nicotinate,13425-39-3,CN1C2=C(N(CCOC(=O)C3=CC=CN=C3)C=N2)C(=O)N(C)C1=O
DB13843,Cloprednol,5251-34-3,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)C=C[C@]12C
DB13844,Pipenzolate,13473-38-6,CC[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB13845,Etafenone,90-54-0,CCN(CC)CCOC1=CC=CC=C1C(=O)CCC1=CC=CC=C1
DB13846,Pyrrobutamine,91-82-7,ClC1=CC=C(CC(=CCN2CCCC2)C2=CC=CC=C2)C=C1
DB13847,Rhenium Re-186 sulfide,,[S--].[S--].[S--].[S--].[S--].[S--].[S--].[186Re].[186Re]
DB13848,Fluorodopa (18F),92812-82-3,N[C@@H](CC1=CC(O)=C(O)C=C1[18F])C(O)=O
DB13849,Clofibride,26717-47-5,CN(C)C(=O)CCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
DB13850,Timepidium,97094-64-9,COC1CC(C[N+](C)(C)C1)=C(C1=CC=CS1)C1=CC=CS1
DB13851,Artemotil,75887-54-6,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OCC)[C@@H]2C)O4
DB13852,Mefenorex,17243-57-1,CC(CC1=CC=CC=C1)NCCCCl
DB13853,Anethole trithione,532-11-6,COC1=CC=C(C=C1)C1=CC(=S)SS1
DB13854,Gamolenic acid,506-26-3,CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O
DB13855,Nifuroxazide,965-52-6,OC1=CC=C(C=C1)C(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O
DB13856,Fluclorolone,3693-38-7,C[C@]12C[C@H](Cl)[C@@]3(Cl)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
DB13857,Demegestone,10116-22-0,[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H]
DB13858,Dimazole,95-27-2,CCN(CC)CCOC1=CC2=C(C=C1)N=C(S2)N(C)C
DB13860,Imidazole salicylate,36364-49-5,N1C=CN=C1.OC(=O)C1=CC=CC=C1O
DB13861,Iopentol,89797-00-2,COCC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
